year,Base case diesel consumed,Modeled non-residential ashp
2017,8268.76037441,-9706.80563894
2018,8268.76037441,-9706.80563894
2019,8268.76037441,-9706.80563894
2020,8268.76037441,-9706.80563894
2021,8268.76037441,-9706.80563894
2022,8268.76037441,-9706.80563894
2023,8268.76037441,-9706.80563894
2024,8268.76037441,-9706.80563894
2025,8268.76037441,-9706.80563894
2026,8268.76037441,-9706.80563894
2027,8268.76037441,-9706.80563894
2028,8268.76037441,-9706.80563894
2029,8268.76037441,-9706.80563894
2030,8268.76037441,-9706.80563894
2031,8268.76037441,-9706.80563894
