year,Base case cost,Modeled non-residential energy efficiency
2017,443419.240602,457744.201845
2018,466650.817257,477816.317082
2019,497626.252797,505052.04919
2020,512253.541803,517260.515401
2021,522578.686983,525536.081959
2022,530322.545868,531463.065531
2023,535485.118458,535040.788041
2024,539787.262283,537853.59818
2025,544949.834873,541485.860355
2026,550972.836228,545936.943043
2027,556135.408818,549621.218379
2028,560437.552643,552538.08402
2029,566460.553998,557064.468487
2030,569902.269059,559237.269626
2031,576785.699179,564603.465278
