year,annotation,diesel generation efficiency
2002,,14.46
2003,,13.51
2004,,12.24
2005,,12.11
2006,,12.27
2007,,13.04
2008,,12.27
2009,,12.56
2010,,12.79
2011,,13.04
2012,,12.15
2013,,13.23
2016,start of forecast,12.81
2017,,12.81
2018,,12.81
2019,,12.81
2020,,12.81
2021,,12.81
2022,,12.81
2023,,12.81
2024,,12.81
2025,,12.81
2026,,12.81
2027,,12.81
2028,,12.81
2029,,12.81
2030,,12.81
2031,,12.81
2032,,12.81
2033,,12.81
2034,,12.81
2035,,12.81
2036,,12.81
2037,,12.81
2038,,12.81
2039,,12.81
2040,,12.81
