year,Base case diesel consumed,Modeled residential ashp
2017,7197.66110885,-41139.2501563
2018,7382.68525285,-40954.2260123
2019,7382.68525285,-40954.2260123
2020,7567.70939685,-40769.2018683
2021,7752.73354085,-40584.1777243
2022,7937.75768485,-40399.1535803
2023,7937.75768485,-40399.1535803
2024,8122.78182885,-40214.1294363
2025,8307.80597285,-40029.1052923
2026,8307.80597285,-40029.1052923
2027,8492.83011685,-39844.0811483
2028,8677.85426085,-39659.0570043
2029,8862.87840485,-39474.0328603
2030,8862.87840485,-39474.0328603
2031,9047.90254885,-39289.0087163
