year,Base case cost,Modeled diesel efficiency
2019,108534.168983,270979.698162
2020,114718.452115,272563.204867
2021,119047.450308,272554.742856
2022,122139.591875,271514.301235
2023,124613.305128,270001.921114
2024,126468.590068,268015.486791
2025,128424.791739,266206.882231
2026,130871.052681,264927.855707
2027,132688.944999,263159.684193
2028,134531.847013,261494.423772
2029,136946.845835,260427.547298
2030,138125.427784,258313.11635
2031,140515.41691,257374.633436
2032,142891.338082,256496.280253
2033,145627.555194,256016.678535
2034,148285.617004,255535.567313
2035,150105.072428,254359.997516
2036,152742.81386,253994.64331
2037,154557.579965,252945.894593
2038,157582.19014,253060.251066
