year,annotation,diesel generation efficiency
2002,,12.53
2003,,12.48
2004,,12.3
2005,,12.46
2006,,12.84
2007,,12.84
2008,,13.26
2009,,12.8
2010,,11.94
2011,,12.48
2012,,12.99
2013,,12.89
2014,,12.49
2015,,13.0
2016,start of forecast,12.8
2017,,12.8
2018,,12.8
2019,,12.8
2020,,12.8
2021,,12.8
2022,,12.8
2023,,12.8
2024,,12.8
2025,,12.8
2026,,12.8
2027,,12.8
2028,,12.8
2029,,12.8
2030,,12.8
2031,,12.8
2032,,12.8
2033,,12.8
2034,,12.8
2035,,12.8
2036,,12.8
2037,,12.8
2038,,12.8
2039,,12.8
2040,,12.8
