year,Base case cost,Modeled water and wastewater efficiency
2017,45594.0840644,38664.9728383
2018,48485.3877189,40530.2073752
2019,52432.1453139,43132.6749961
2020,54336.5349986,44318.1502759
2021,55658.5619102,45101.905145
2022,56588.2538975,45615.9417645
2023,57323.6995767,45997.9963023
2024,57862.3238283,46246.1633209
2025,58496.5609908,46563.7660376
2026,59321.6805871,47016.971901
2027,59954.8829328,47339.5592368
2028,60492.0007195,47598.0910091
2029,61300.6945624,48047.9365186
2030,61729.0659931,48236.0032878
2031,62550.5505015,48700.1230955
