year,Base case diesel consumed,Modeled residential energy efficiency
2017,266691.164751,204491.807657
2018,270856.280475,208656.92338
2019,272938.838336,210739.481242
2020,275021.396198,212822.039104
2021,277798.140014,215598.782919
2022,278492.325968,216292.968873
2023,279186.511922,216987.154827
2024,278492.325968,216292.968873
2025,277798.140014,215598.782919
2026,277103.95406,214904.596966
2027,278492.325968,216292.968873
2028,279186.511922,216987.154827
2029,271550.466429,209351.109334
2030,265996.978797,203797.621703
2031,262526.049028,200326.691933
