year,Base case cost,Modeled water and wastewater efficiency
2017,33240.5119229,69735.7622169
2018,35741.3379098,70297.6989484
2019,38925.6582679,71331.5170553
2020,40578.0917482,71381.4978859
2021,41743.8298016,71136.0704693
2022,42659.9901743,70747.6234762
2023,43198.5638508,70132.7952714
2024,43584.5029864,69438.221924
2025,44153.7325389,68886.8979238
2026,44828.0979974,68427.0635223
2027,45393.9371904,67918.7576028
2028,45959.6935503,67431.0430954
2029,46114.8212234,66679.3331073
2030,46117.1132446,65849.796496
2031,46583.5473407,65348.7381369
