year,Base case cost,Modeled residential energy efficiency
2017,1681491.51333,1837140.99311
2018,1786710.74364,1916304.54679
2019,1908756.66177,2006913.92038
2020,1977207.9713,2055336.55667
2021,2032565.67885,2094604.57076
2022,2068257.84753,2115653.19962
2023,2091648.00999,2127085.22517
2024,2102420.13579,2126714.00817
2025,2119313.10369,2131407.92839
2026,2139191.09009,2138648.74322
2027,2167639.04975,2155883.07826
2028,2191270.50034,2168476.25531
2029,2157510.09373,2123226.8238
2030,2128987.7902,2085248.70389
2031,2127043.59427,2071524.02644
