year,Base case diesel consumed,Modeled residential ashp
2017,75273.4580111,-191417.70674
2018,76449.0599993,-190242.104752
2019,77036.8609934,-189654.303758
2020,77624.6619875,-189066.502764
2021,78408.3966463,-188282.768105
2022,78604.330311,-188086.83444
2023,78800.2639757,-187890.900776
2024,78604.330311,-188086.83444
2025,78408.3966463,-188282.768105
2026,78212.4629816,-188478.70177
2027,78604.330311,-188086.83444
2028,78800.2639757,-187890.900776
2029,76644.993664,-190046.171087
2030,75077.5243464,-191613.640405
2031,74097.8560229,-192593.308728
