year,population
2003,50.0
2004,35.0
2005,35.0
2006,33.0
2007,42.0
2008,37.0
2009,42.0
2010,37.0
2011,37.0
2012,37.0
2013,37.0
2014,37.0
2015,37.0
2016,37.0
2017,37.0
2018,37.0
2019,37.0
2020,37.0
2021,37.0
2022,37.0
2023,37.0
2024,37.0
2025,37.0
2026,37.0
2027,37.0
2028,36.0
2029,37.0
2030,37.0
2031,37.0
2032,37.0
2033,36.0
2034,36.0
2035,36.0
2036,36.0
2037,36.0
2038,36.0
2039,36.0
2040,35.0
