year,Base case diesel consumed,Modeled non-residential ashp
2017,10635.0448958,10635.0448958
2018,10635.0448958,10635.0448958
2019,10635.0448958,10635.0448958
2020,10635.0448958,10635.0448958
2021,10635.0448958,10635.0448958
2022,10635.0448958,10635.0448958
2023,10635.0448958,10635.0448958
2024,10635.0448958,10635.0448958
2025,10635.0448958,10635.0448958
2026,10635.0448958,10635.0448958
2027,10635.0448958,10635.0448958
2028,10635.0448958,10635.0448958
2029,10635.0448958,10635.0448958
2030,10635.0448958,10635.0448958
2031,10635.0448958,10635.0448958
