year,Base case cost,Modeled non-residential energy efficiency
2017,12184915.7212,12423670.6305
2018,12774682.6258,12964492.8091
2019,13585612.1197,13708123.3048
2020,13978790.0561,14068671.4239
2021,14249099.8875,14316548.2558
2022,14445688.8557,14496822.3153
2023,14568556.9608,14609493.6026
2024,14691425.0659,14722164.8898
2025,14838866.7921,14857370.4345
2026,14986308.5183,14992575.9791
2027,15133750.2444,15127781.5238
2028,15256618.3496,15240452.811
2029,15404060.0757,15375658.3557
2030,15502354.5598,15465795.3855
2031,15674369.907,15623535.1876
