year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,27106.2984576,17619.0939974
2018,27198.824005,17679.2356032
2019,27281.6351662,17733.062858
2020,27355.679357,17781.1915821
2021,27419.7014539,17822.805945
2022,27474.1414249,17858.1919262
2023,27521.3205738,17888.8583729
2024,27561.0067701,17914.6544006
2025,27591.3402717,17934.3711766
2026,27613.4682345,17948.7543524
2027,27628.176123,17958.3144799
2028,27636.2871901,17963.5866736
2029,27641.4561397,17966.9464908
2030,27642.6599786,17967.7289861
2031,27635.6879698,17963.1971804
