year,Base case cost,Modeled residential energy efficiency
2017,12041068.2702,13217615.8247
2018,12742550.8648,13716946.0999
2019,13686886.0105,14407612.4533
2020,14168510.8104,14738442.3875
2021,14501665.5794,14953049.7358
2022,14796709.7861,15139701.4751
2023,14980200.1647,15238159.4862
2024,15158589.8658,15332785.9011
2025,15325583.8523,15417255.9417
2026,15534006.0666,15535540.283
2027,15710109.9135,15627100.294
2028,15859706.9987,15697719.8772
2029,16050410.0242,15801748.3553
2030,16152843.1083,15836256.0884
2031,16351158.3051,15945660.3376
