year,Base case diesel consumed,Modeled non-residential ashp
2017,200054.741911,-234846.870939
2018,200054.741911,-234846.870939
2019,200054.741911,-234846.870939
2020,200054.741911,-234846.870939
2021,200054.741911,-234846.870939
2022,200054.741911,-234846.870939
2023,200054.741911,-234846.870939
2024,200054.741911,-234846.870939
2025,200054.741911,-234846.870939
2026,200054.741911,-234846.870939
2027,200054.741911,-234846.870939
2028,200054.741911,-234846.870939
2029,200054.741911,-234846.870939
2030,200054.741911,-234846.870939
2031,200054.741911,-234846.870939
