year,Base case cost,Modeled non-residential energy efficiency
2017,10787113.9178,10478558.2603
2018,11262109.5054,10915763.8145
2019,11915228.4382,11530828.4705
2020,12226944.2926,11807363.3473
2021,12434754.8621,11981404.4446
2022,12612878.2075,12126700.5791
2023,12716783.4922,12198973.6351
2024,12820688.777,12271973.2726
2025,12924594.0618,12345682.4643
2026,13058186.5708,12449591.4216
2027,13176935.4677,12539423.6416
2028,13280840.7525,12615163.2635
2029,13414433.2615,12721055.0635
2030,13488651.322,12768563.3915
2031,13637087.4431,12890454.262
