year,Base case diesel consumed,Modeled residential energy efficiency
2017,33091.1464734,24530.4778837
2018,33930.7257335,25370.0571438
2019,33930.7257335,25370.0571438
2020,33930.7257335,25370.0571438
2021,34770.3049936,26209.6364039
2022,34770.3049936,26209.6364039
2023,35609.8842537,27049.215664
2024,35609.8842537,27049.215664
2025,35609.8842537,27049.215664
2026,36449.4635138,27888.7949241
2027,37289.0427739,28728.3741842
2028,37289.0427739,28728.3741842
2029,37289.0427739,28728.3741842
2030,38128.622034,29567.9534443
2031,38128.622034,29567.9534443
2032,38128.622034,29567.9534443
2033,38968.2012941,30407.5327044
2034,38968.2012941,30407.5327044
2035,38968.2012941,30407.5327044
2036,38968.2012941,30407.5327044
