year,Base case diesel consumed,Modeled diesel efficiency
2019,105074.939044,95522.6718578
2020,105147.806546,95588.9150422
2021,105220.674049,95655.1582265
2022,105293.541552,95721.4014109
2023,105439.276558,95853.8877796
2024,105439.276558,95853.8877796
2025,105512.14406,95920.130964
2026,105585.011563,95986.3741484
2027,105657.879066,96052.6173327
2028,105730.746569,96118.8605171
2029,105803.614072,96185.1037015
2030,105876.481574,96251.3468858
2031,105949.349077,96317.5900702
2032,106022.21658,96383.8332546
2033,106095.084083,96450.0764389
2034,106167.951586,96516.3196233
2035,106240.819088,96582.5628077
2036,106313.686591,96648.805992
2037,106386.554094,96715.0491764
2038,106459.421597,96781.2923608
