year,Base case cost,Modeled wind power
2019,320478.564083,579895.439057
2020,339627.415145,593696.921949
2021,353541.464805,602388.932391
2022,363262.718354,607010.53827
2023,371146.253483,609913.948714
2024,376418.217311,610322.509505
2025,383009.082939,612163.958136
2026,391720.392899,616237.165569
2027,399386.782869,619374.158505
2028,404948.759359,620512.895737
2029,413692.13102,624936.697779
2030,418212.102219,625238.339306
2031,426975.876781,629882.651275
2032,435751.310144,634635.171944
2033,444538.402307,639493.638446
2034,454398.832786,645517.520434
2035,460022.746653,647394.804894
2036,469906.494733,653619.735193
2037,475547.8968,655688.073035
2038,485454.962482,662105.818171
