year,Base case cost,Modeled diesel efficiency
2019,320478.564083,500072.880985
2020,339627.415145,512588.847747
2021,353541.464805,520460.56227
2022,363262.718354,524632.614786
2023,371146.253483,527243.360687
2024,376418.217311,527586.73453
2025,383009.082939,529233.390988
2026,391720.392899,532909.560985
2027,399386.782869,535735.25375
2028,404948.759359,536744.962584
2029,413692.13102,540741.691788
2030,418212.102219,540991.586149
2031,426975.876781,545189.932851
2032,435751.310144,549487.207859
2033,444538.402307,553881.34097
2034,454398.832786,559335.473673
2035,460022.746653,561020.490784
2036,469906.494733,566658.419571
2037,475547.8968,568518.122446
2038,485454.962482,574332.314864
