year,Base case diesel consumed,Modeled wind power
2019,105074.939044,105074.939044
2020,105147.806546,105147.806546
2021,105220.674049,105220.674049
2022,105293.541552,105293.541552
2023,105439.276558,105439.276558
2024,105439.276558,105439.276558
2025,105512.14406,105512.14406
2026,105585.011563,105585.011563
2027,105657.879066,105657.879066
2028,105730.746569,105730.746569
2029,105803.614072,105803.614072
2030,105876.481574,105876.481574
2031,105949.349077,105949.349077
2032,106022.21658,106022.21658
2033,106095.084083,106095.084083
2034,106167.951586,106167.951586
2035,106240.819088,106240.819088
2036,106313.686591,106313.686591
2037,106386.554094,106386.554094
2038,106459.421597,106459.421597
