year,Base case diesel consumed,Modeled residential ashp
2017,1215.22157317,-6472.5155631
2018,1215.22157317,-6472.5155631
2019,1215.22157317,-6472.5155631
2020,1215.22157317,-6472.5155631
2021,1215.22157317,-6472.5155631
2022,1215.22157317,-6472.5155631
2023,1215.22157317,-6472.5155631
2024,1215.22157317,-6472.5155631
2025,1215.22157317,-6472.5155631
2026,1215.22157317,-6472.5155631
2027,1215.22157317,-6472.5155631
2028,1215.22157317,-6472.5155631
2029,1330.55204007,-6357.1850962
2030,1330.55204007,-6357.1850962
2031,1330.55204007,-6357.1850962
