year,Base case diesel consumed,Modeled non-residential ashp
2017,7364.40302804,-8645.16880406
2018,7364.40302804,-8645.16880406
2019,7364.40302804,-8645.16880406
2020,7364.40302804,-8645.16880406
2021,7364.40302804,-8645.16880406
2022,7364.40302804,-8645.16880406
2023,7364.40302804,-8645.16880406
2024,7364.40302804,-8645.16880406
2025,7364.40302804,-8645.16880406
2026,7364.40302804,-8645.16880406
2027,7364.40302804,-8645.16880406
2028,7364.40302804,-8645.16880406
2029,7364.40302804,-8645.16880406
2030,7364.40302804,-8645.16880406
2031,7364.40302804,-8645.16880406
