year,Base case diesel consumed,Modeled diesel efficiency
2019,28204.9468914,25640.8608103
2020,28290.1582113,25718.3256466
2021,28375.3695312,25795.7904829
2022,28375.3695312,25795.7904829
2023,28375.3695312,25795.7904829
2024,28375.3695312,25795.7904829
2025,28460.5808511,25873.2553192
2026,28460.5808511,25873.2553192
2027,28545.792171,25950.7201555
2028,28545.792171,25950.7201555
2029,28716.2148108,26105.649828
2030,28801.4261308,26183.1146643
2031,28886.6374507,26260.5795006
2032,28886.6374507,26260.5795006
2033,28886.6374507,26260.5795006
2034,28886.6374507,26260.5795006
2035,28886.6374507,26260.5795006
2036,28971.8487706,26338.0443369
2037,29057.0600905,26415.5091732
2038,29142.2714104,26492.9740095
