year,Base case cost,Modeled residential energy efficiency
2017,111208.435466,113538.926846
2018,118532.55691,120570.092298
2019,128577.066318,130259.600625
2020,133390.06041,134844.960188
2021,136528.9696,137798.771974
2022,138830.83634,139938.071473
2023,140504.921242,141467.072484
2024,141969.74553,142794.264591
2025,143643.830432,144328.138783
2026,145527.175946,146068.638634
2027,147201.260847,147607.160262
2028,148456.824524,148739.375464
2029,161217.146522,161363.5801
2030,162338.866025,162371.265618
2031,164582.305029,164477.827846
