year,Base case diesel consumed,Modeled residential energy efficiency
2017,7687.73712089,7189.11423589
2018,7687.73712089,7189.11423589
2019,7687.73712089,7189.11423589
2020,7687.73712089,7189.11423589
2021,7687.73712089,7189.11423589
2022,7687.73712089,7189.11423589
2023,7687.73712089,7189.11423589
2024,7687.73712089,7189.11423589
2025,7687.73712089,7189.11423589
2026,7687.73712089,7189.11423589
2027,7687.73712089,7189.11423589
2028,7687.73712089,7189.11423589
2029,8417.34094882,7918.71806382
2030,8417.34094882,7918.71806382
2031,8417.34094882,7918.71806382
