year,Base case cost,Modeled solar power (pv)
2016,451618.813421,486376.438923
2017,544671.816985,578223.164791
2018,614890.732369,647602.287628
2019,708824.725824,740400.82563
2020,758987.778407,790061.372734
2021,797179.604047,827928.609557
2022,828203.608206,858734.61233
2023,851597.728135,882014.827754
2024,872886.976782,903225.727295
2025,897086.782071,927316.351239
2026,924523.219929,954613.536089
2027,949092.967861,979079.224524
2028,971475.959973,1001392.5384
2029,1000424.33733,1030209.58621
2030,1021379.46782,1051130.68673
2031,1050458.71421,1080083.4676
2032,1081623.82297,1111093.88333
2033,1110289.99112,1139639.31994
2034,1141868.17813,1171068.96799
2035,1165080.98229,1194227.12556
