year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,7068.06,959828.87,2250010.56,35533.0,816595.16,735394.31
2018,6745.95,1013271.91,2453541.16,37547.45,850536.57,783109.01
2019,6441.55,1085214.45,2695775.71,40143.38,896226.92,840235.17
2020,5838.26,1120157.97,2855645.96,41732.21,918419.38,876472.0
2021,5147.67,1144823.99,3009341.1,43042.1,934084.64,910254.63
2022,4397.22,1163323.5,3134988.91,44189.98,945833.59,937595.29
2023,3604.59,1175656.51,3246469.09,45165.11,953666.22,961382.75
2024,2777.83,1185934.01,3369855.71,46096.06,960193.41,987322.01
2025,1937.02,1198267.02,3484597.32,47100.78,968026.04,1011640.25
2026,1075.8,1212655.53,3623224.12,48183.17,977164.11,1040891.45
2027,204.84,1224988.54,3741496.68,49203.94,984996.75,1065784.35
2028,-674.86,1235266.04,3855127.56,50163.08,991523.94,1089506.0
2029,-1674.38,1249654.55,3999684.22,51335.96,1000662.01,1119722.27
2030,-2659.05,1257876.56,4126757.91,52300.56,1005883.76,1145845.77
2031,-3638.81,1272265.06,4258270.45,53453.43,1015021.83,1173309.26
2032,,,4398521.67,,,1202610.76
2033,,,4533942.52,,,1230710.31
2034,,,4678371.59,,,1260691.75
2035,,,4803188.34,,,1286233.87
2036,,,4951525.72,,,1316851.37
