year,Base case cost,Modeled diesel efficiency
2019,12506929.893,12931496.9326
2020,13285754.2631,13602920.009
2021,13806263.7142,14040369.1319
2022,14199004.1837,14362502.3216
2023,14496093.4717,14598497.9448
2024,14729499.9391,14777398.9747
2025,14995807.6737,14986990.4039
2026,15327054.678,15256379.4044
2027,15632883.2517,15503404.7553
2028,15867461.2927,15686383.4721
2029,16168933.6441,15930884.7461
2030,16375126.2353,16089460.9746
2031,16709185.0162,16364955.8711
2032,17075477.6663,16670415.1032
2033,17407454.4558,16945323.4286
2034,17772376.0384,17250811.7712
2035,18012780.028,17443717.7367
2036,18382757.15,17755018.4693
2037,18626564.1437,17952206.0098
2038,19001985.6368,18269616.2634
