year,Base case diesel consumed,Modeled diesel efficiency
2019,3174347.68859,2885770.62599
2020,3178410.11079,2889463.73708
2021,3181166.75442,2891969.77675
2022,3183633.22504,2894212.02276
2023,3185954.60915,2896322.37196
2024,3188203.45001,2898366.77274
2025,3190597.37738,2900543.07035
2026,3193136.39126,2902851.26478
2027,3196908.64044,2906280.58222
2028,3199084.93805,2908259.03459
2029,3201769.03843,2910699.12584
2030,3204525.68206,2913205.16551
2031,3207137.23919,2915579.30835
2032,3209676.25306,2917887.50278
2033,3211707.46416,2919734.05833
2034,3213811.21852,2921646.56229
2035,3216567.86215,2924152.60195
2036,3219397.04904,2926724.59003
2037,3222588.95219,2929626.32018
2038,3226143.57162,2932857.79238
