year,Base case cost,Modeled water and wastewater efficiency
2017,74282.136992,69409.2134722
2018,79440.8964612,72637.606856
2019,86699.0815665,77341.2171031
2020,90078.6279664,79343.7679432
2021,92493.8033788,80680.5923981
2022,94187.8152779,81521.551649
2023,95395.7454751,82030.6854505
2024,96355.2355456,82373.8720249
2025,97421.751372,82799.3284696
2026,98844.454083,83481.1974355
2027,100014.606455,83993.654529
2028,100947.625764,84347.5373556
2029,102334.355075,85025.1713374
2030,103033.143521,85229.1910046
2031,104422.651506,85922.2946343
