year,Base case cost,Modeled residential energy efficiency
2017,549197.822425,529448.692219
2018,591834.06894,561492.802849
2019,651912.416303,607291.337945
2020,680013.578779,627971.707615
2021,684037.651724,626262.855887
2022,698227.264105,635993.001918
2023,708632.979852,642798.318183
2024,717146.747281,648156.379238
2025,709245.029187,636922.47778
2026,721243.284482,644997.733681
2027,731395.654346,651669.663845
2028,721580.641453,638816.09281
2029,733279.487978,646676.716529
2030,739578.866876,650405.701434
2031,732396.178426,639438.048049
