year,Base case diesel consumed,Modeled solar power (pv)
2016,229417.655289,226611.217396
2017,229417.655289,226633.6689
2018,229417.655289,226655.940791
2019,229417.655289,226678.034507
2020,229506.096945,226788.393129
2021,229506.096945,226810.134759
2022,229594.538601,226920.144113
2023,229682.980257,227029.980924
2024,229771.421913,227139.646575
2025,229859.863568,227249.142433
2026,229948.305224,227358.469858
2027,230036.74688,227467.630197
2028,230125.188536,227576.624786
2029,230213.630192,227685.454952
2030,230302.071848,227794.12201
2031,230478.955159,227991.068921
2032,230567.396815,228099.413666
2033,230567.396815,228119.157531
2034,230744.280127,228315.626757
2035,230832.721783,228423.49764
