year,Base case diesel consumed,Modeled residential energy efficiency
2017,64744.0344889,44062.6315154
2018,64744.0344889,44062.6315154
2019,64744.0344889,44062.6315154
2020,64744.0344889,44062.6315154
2021,63139.9450145,42458.542041
2022,63139.9450145,42458.542041
2023,63139.9450145,42458.542041
2024,63139.9450145,42458.542041
2025,61535.8555401,40854.4525665
2026,61535.8555401,40854.4525665
2027,61535.8555401,40854.4525665
2028,59931.7660657,39250.3630921
2029,59931.7660657,39250.3630921
2030,59931.7660657,39250.3630921
2031,58327.6765913,37646.2736177
