year,Base case cost,Modeled wind power
2019,958965.799109,1054858.74752
2020,1025892.25334,1089642.22126
2021,1074088.5337,1112309.92118
2022,1108941.62144,1126642.61544
2023,1134633.92247,1135216.61197
2024,1155750.25222,1141010.7392
2025,1179181.10011,1148508.95486
2026,1209528.08548,1160707.10896
2027,1235297.33075,1170110.24752
2028,1256483.52941,1176708.81185
2029,1286894.19277,1189502.22846
2030,1303509.72666,1193473.40318
2031,1334473.15037,1207153.52915
2032,1367264.66311,1222022.21606
2033,1399544.09867,1236536.17668
2034,1432921.97959,1252302.24613
2035,1454246.14723,1260167.94166
2036,1489441.50418,1277247.4378
2037,1510802.81732,1285439.93347
2038,1546045.93276,1302850.05398
