year,Base case diesel consumed,Modeled residential ashp
2017,9617.39292418,-55126.6416295
2018,9617.39292418,-55126.6416295
2019,9617.39292418,-55126.6416295
2020,9617.39292418,-55126.6416295
2021,9379.11369301,-55364.9208607
2022,9379.11369301,-55364.9208607
2023,9379.11369301,-55364.9208607
2024,9379.11369301,-55364.9208607
2025,9140.83446184,-55603.2000918
2026,9140.83446184,-55603.2000918
2027,9140.83446184,-55603.2000918
2028,8902.55523067,-55841.479323
2029,8902.55523067,-55841.479323
2030,8902.55523067,-55841.479323
2031,8664.2759995,-56079.7585542
