year,Base case cost,Modeled diesel efficiency
2019,958965.799109,1130257.65267
2020,1025892.25334,1185041.98001
2021,1074088.5337,1222940.85857
2022,1108941.62144,1248848.21643
2023,1134633.92247,1266562.99136
2024,1155750.25222,1280250.02324
2025,1179181.10011,1296170.29453
2026,1209528.08548,1318504.06921
2027,1235297.33075,1336799.41177
2028,1256483.52941,1351048.61157
2029,1286894.19277,1373801.1336
2030,1303509.72666,1384127.3208
2031,1334473.15037,1407609.04859
2032,1367264.66311,1432862.0545
2033,1399544.09867,1457756.35102
2034,1432921.97959,1483753.5464
2035,1454246.14723,1498894.6876
2036,1489441.50418,1526745.48067
2037,1510802.81732,1542117.01826
2038,1546045.93276,1570203.24746
