year,Base case cost,Modeled solar power (pv)
2016,582720.844434,606356.58652
2017,715783.084502,737213.593937
2018,816726.852829,836379.404126
2019,958965.799109,976381.04416
2020,1025892.25334,1042008.12955
2021,1074088.5337,1089146.80102
2022,1108941.62144,1123124.89669
2023,1134633.92247,1148067.48316
2024,1155750.25222,1168503.80476
2025,1179181.10011,1191244.406
2026,1209528.08548,1220839.39398
2027,1235297.33075,1245924.87203
2028,1256483.52941,1266493.95337
2029,1286894.19277,1296200.90575
2030,1303509.72666,1312279.04411
2031,1334473.15037,1342568.90463
2032,1367264.66311,1374677.37863
2033,1399544.09867,1406289.06283
2034,1432921.97959,1439014.16998
2035,1454246.14723,1459820.69928
