year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,229417.66,6035.46,116239.06,64744.03
2018,229417.66,6034.92,116239.06,64744.03
2019,229417.66,6033.51,116239.06,64744.03
2020,229506.1,6031.92,116239.06,64744.03
2021,229506.1,6028.8,116239.06,63139.95
2022,229594.54,6024.73,116239.06,63139.95
2023,229682.98,6019.72,116239.06,63139.95
2024,229771.42,6013.96,116239.06,63139.95
2025,229859.86,6007.74,116239.06,61535.86
2026,229948.31,6002.01,116239.06,61535.86
2027,230036.75,5995.33,116239.06,61535.86
2028,230125.19,5988.57,116239.06,59931.77
2029,230213.63,5981.28,116239.06,59931.77
2030,230302.07,5974.73,116239.06,59931.77
2031,230478.96,5967.96,116239.06,58327.68
