year,Base case diesel consumed,Modeled wind power
2019,214530.8685,198442.537714
2020,216689.04024,200600.709455
2021,218838.649774,202750.318988
2022,220999.365497,204911.034712
2023,222738.91725,206650.586465
2024,224510.475913,208422.145128
2025,226499.11143,210410.780644
2026,228847.000789,212758.670004
2027,231863.296664,215774.965879
2028,234216.210111,218127.879326
2029,236935.616542,220847.285757
2030,239656.328494,223567.997709
2031,241935.418662,225847.087876
2032,244287.927872,228199.597087
2033,246640.671513,230552.340727
2034,248772.732246,232684.401461
2035,250904.79657,234816.465785
2036,252963.379265,236875.04848
2037,255316.015523,239227.684738
2038,257448.096548,241359.765762
