year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,6136.4868896,4541.00029831
2018,6136.4868896,4541.00029831
2019,6136.4868896,4541.00029831
2020,6136.4868896,4541.00029831
2021,6136.4868896,4541.00029831
2022,6136.4868896,4541.00029831
2023,6136.4868896,4541.00029831
2024,6136.4868896,4541.00029831
2025,6136.4868896,4541.00029831
2026,6136.4868896,4541.00029831
2027,6136.4868896,4541.00029831
2028,6136.4868896,4541.00029831
2029,6136.4868896,4541.00029831
2030,6136.4868896,4541.00029831
2031,6136.4868896,4541.00029831
