year,Base case cost,Modeled biomass for heat (cordwood)
2017,113535.407073,114442.787408
2018,119756.312492,120231.941682
2019,133811.502492,133695.472706
2020,135831.447911,135411.593245
2021,140221.887911,139610.143847
2022,138371.070769,137599.418874
2023,140482.230769,139614.634176
2024,136919.806188,135956.264896
2025,138946.966188,137887.480197
2026,135776.069046,134588.65679
2027,138043.019046,136743.671308
2028,133934.534465,132539.242028
2029,129949.507323,128442.279404
2030,131428.707323,129841.525489
2031,127463.842742,125748.734642
2032,129718.562742,127875.528377
2033,125685.538161,123698.586748
2034,128096.098161,125965.2297
2035,122918.711019,120691.897859
2036,125203.181019,122832.450811
