year,Base case cost,Modeled residential energy efficiency
2017,170939.452149,158170.683414
2018,172966.519554,156940.697868
2019,185369.210582,165102.22789
2020,183496.821985,160796.79203
2021,187343.249904,162920.917695
2022,181984.479932,156051.628499
2023,183819.660657,156787.250914
2024,176914.648343,148794.426193
2025,178661.795833,149465.231891
2026,172045.7219,141584.551381
2027,173981.355199,142366.250604
2028,166504.12686,133845.504309
2029,159098.006683,125306.565355
2030,160333.879839,125619.274241
2031,152881.490178,116954.469647
2032,154741.509581,117611.790101
2033,147154.817202,108732.153765
2034,149115.289178,109408.947671
2035,140522.973202,99841.2021702
2036,142351.395327,100403.831576
