year,Base case diesel consumed,Modeled diesel efficiency
2019,85905.0470799,78095.4973454
2020,85905.0470799,78095.4973454
2021,85601.4956768,77819.5415244
2022,85601.4956768,77819.5415244
2023,85601.4956768,77819.5415244
2024,85297.9442737,77543.5857034
2025,85297.9442737,77543.5857034
2026,85297.9442737,77543.5857034
2027,84994.3928706,77267.6298824
2028,84994.3928706,77267.6298824
2029,84690.8414675,76991.6740614
2030,84690.8414675,76991.6740614
2031,84387.2900644,76715.7182404
2032,84387.2900644,76715.7182404
2033,84387.2900644,76715.7182404
2034,84083.7386613,76439.7624194
2035,84083.7386613,76439.7624194
2036,84083.7386613,76439.7624194
2037,84083.7386613,76439.7624194
2038,83780.1872582,76163.8065983
