year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,4257.08,142545.0,142545.0
2004,,4257.08,177382.0,177382.0
2005,,4257.08,173405.0,173405.0
2006,,4257.08,240978.0,240978.0
2007,,4257.08,263819.0,263819.0
2008,,4257.08,275550.0,275550.0
2009,,4257.08,253759.0,253759.0
2010,,4257.08,286638.0,286638.0
2011,,4257.08,312488.0,312488.0
2012,,4257.08,318374.0,318374.0
2013,,4257.08,301402.0,301402.0
2014,,4257.08,0.0,0.0
2015,,4257.08,0.0,0.0
2016,start of forecast,4257.08,284000.0,284000.0
2017,,4257.08,284000.0,284000.0
2018,,4257.08,283000.0,283000.0
2019,,4257.08,283000.0,283000.0
2020,,4257.08,283000.0,283000.0
2021,,4257.08,282000.0,282000.0
2022,,4257.08,282000.0,282000.0
2023,,4257.08,282000.0,282000.0
2024,,4257.08,281000.0,281000.0
2025,,4257.08,281000.0,281000.0
2026,,4257.08,281000.0,281000.0
2027,,4257.08,280000.0,280000.0
2028,,4257.08,280000.0,280000.0
2029,,4257.08,279000.0,279000.0
2030,,4257.08,279000.0,279000.0
2031,,4257.08,278000.0,278000.0
2032,,4257.08,278000.0,278000.0
2033,,4257.08,278000.0,278000.0
2034,,4257.08,277000.0,277000.0
2035,,4257.08,277000.0,277000.0
2036,,4257.08,277000.0,277000.0
2037,,4257.08,277000.0,277000.0
2038,,4257.08,276000.0,276000.0
2039,,4257.08,276000.0,276000.0
2040,,4257.08,276000.0,276000.0
