year,Base case cost,Modeled solar power (pv)
2016,306040.524615,
2017,354317.339765,
2018,387431.762331,
2019,434679.538225,
2020,456155.799995,
2021,469952.211266,
2022,481080.405704,
2023,488784.540315,
2024,493022.117902,
2025,500698.932887,
2026,510081.706757,
2027,515915.964725,
2028,521865.572226,
2029,528470.850757,
2030,533552.301245,
2031,540922.529313,
2032,550205.13122,
2033,559487.733127,
2034,566724.398577,
2035,572610.260283,
