year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,5392.59,264244.41,162357.68,,,
2018,5779.05,283870.94,173158.68,,,
2019,6318.09,310857.42,188010.05,,,
2020,6560.88,323124.0,194760.68,,,
2021,6729.54,331955.94,191802.3,,,
2022,6851.41,338334.56,195175.13,,,
2023,6933.24,342750.53,197510.17,,,
2024,6994.8,346185.17,199326.31,,,
2025,7078.84,350601.14,201661.34,,,
2026,7178.05,355998.44,204515.28,,,
2027,7257.08,360414.41,198418.06,,,
2028,7315.4,363849.05,200160.16,,,
2029,7405.29,368755.69,202648.88,,,
2030,7454.63,371699.66,204142.11,,,
2031,7545.88,377096.96,206879.71,,,
2032,,,200709.1,,,
2033,,,203330.35,,,
2034,,,205951.61,,,
2035,,,207619.68,,,
2036,,,210479.22,,,
