year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,86208.6,1001.33,49066.33,27002.5
2018,85905.05,998.89,49066.33,27002.5
2019,85905.05,997.26,49066.33,27002.5
2020,85905.05,996.27,49066.33,27002.5
2021,85601.5,994.69,49066.33,25944.85
2022,85601.5,993.61,49066.33,25944.85
2023,85601.5,992.53,49066.33,25944.85
2024,85297.94,991.4,49066.33,25944.85
2025,85297.94,990.68,49066.33,25944.85
2026,85297.94,989.33,49066.33,25944.85
2027,84994.39,987.97,49066.33,24887.21
2028,84994.39,986.51,49066.33,24887.21
2029,84690.84,985.34,49066.33,24887.21
2030,84690.84,984.05,49066.33,24887.21
2031,84387.29,981.84,49066.33,24887.21
2032,84387.29,,,23829.57
2033,84387.29,,,23829.57
2034,84083.74,,,23829.57
2035,84083.74,,,23829.57
2036,84083.74,,,23829.57
