year,Base case cost,Modeled non-residential energy efficiency
2017,283261.918011,300246.763961
2018,301622.600785,317463.552939
2019,325781.393909,340117.222646
2020,336894.438746,350537.910712
2021,344625.252546,357787.085018
2022,350423.362895,363223.965748
2023,354288.769795,366848.552901
2024,357671.000832,370020.06666
2025,361536.407732,373644.653814
2026,366368.166357,378175.387755
2027,370233.573257,381799.974908
2028,373615.804294,384971.488667
2029,377964.387056,389049.149215
2030,380863.442231,391767.58958
2031,385212.024993,395845.250127
