year,Base case cost,Modeled water and wastewater efficiency
2017,6945.52585045,8326.33274119
2018,7403.96113644,8641.9045822
2019,8006.01377444,9056.28718671
2020,8297.6635626,9257.11352811
2021,8508.1140456,9402.06772017
2022,8662.3846014,9508.29854372
2023,8774.81405262,9585.77554
2024,8867.13697832,9649.35980599
2025,8970.44911447,9720.49740726
2026,9111.76139213,9817.87253762
2027,9226.18169013,9896.72129872
2028,9326.38534023,9965.77116639
2029,9447.19040508,10048.9711012
2030,9532.45920379,10107.7223555
2031,9651.02578921,10189.3637393
