year,Base case cost,Modeled residential energy efficiency
2017,194840.785014,187522.012738
2018,204366.825204,196343.400876
2019,216901.088613,207950.49053
2020,222666.849781,213289.751771
2021,226677.814072,217004.02046
2022,229686.03729,219789.721977
2023,231691.519435,221646.856322
2024,233446.316312,223271.848873
2025,235451.798457,225128.983218
2026,237958.651139,227450.401149
2027,239964.133284,229307.535494
2028,241718.930162,230932.528045
2029,243975.097575,233021.804183
2030,245479.209184,234414.654942
2031,247735.376598,236503.931079
2032,250242.229279,238825.34901
2033,252749.081961,241146.766941
2034,255506.619911,243700.326665
2035,257010.73152,245093.177423
2036,259768.26947,247646.737147
