year,Base case diesel consumed,Modeled non-residential ashp
2017,36739.7138149,25717.7996815
2018,36739.7138149,25717.7996815
2019,36739.7138149,25717.7996815
2020,36739.7138149,25717.7996815
2021,36739.7138149,25717.7996815
2022,36739.7138149,25717.7996815
2023,36739.7138149,25717.7996815
2024,36739.7138149,25717.7996815
2025,36739.7138149,25717.7996815
2026,36739.7138149,25717.7996815
2027,36739.7138149,25717.7996815
2028,36739.7138149,25717.7996815
2029,36739.7138149,25717.7996815
2030,36739.7138149,25717.7996815
2031,36739.7138149,25717.7996815
