year,Base case diesel consumed,Modeled diesel efficiency
2019,21559.9769103,19599.9790094
2020,21559.9769103,19599.9790094
2021,21559.9769103,19599.9790094
2022,21559.9769103,19599.9790094
2023,21559.9769103,19599.9790094
2024,21559.9769103,19599.9790094
2025,21559.9769103,19599.9790094
2026,21559.9769103,19599.9790094
2027,21559.9769103,19599.9790094
2028,21559.9769103,19599.9790094
2029,21559.9769103,19599.9790094
2030,21559.9769103,19599.9790094
2031,21559.9769103,19599.9790094
2032,21559.9769103,19599.9790094
2033,21559.9769103,19599.9790094
2034,21559.9769103,19599.9790094
2035,21559.9769103,19599.9790094
2036,21559.9769103,19599.9790094
2037,21559.9769103,19599.9790094
2038,21559.9769103,19599.9790094
