year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,33048.0,24436.2843584
2018,33048.0,24436.2843584
2019,33048.0,24436.2843584
2020,33048.0,24436.2843584
2021,33048.0,24436.2843584
2022,33048.0,24436.2843584
2023,33048.0,24436.2843584
2024,33048.0,24436.2843584
2025,33048.0,24436.2843584
2026,33048.0,24436.2843584
2027,33048.0,24436.2843584
2028,33048.0,24436.2843584
2029,33048.0,24436.2843584
2030,33048.0,24436.2843584
2031,33048.0,24436.2843584
2032,,
2033,,
2034,,
2035,,
2036,,
