year,population
2003,248.0
2004,241.0
2005,243.0
2006,251.0
2007,242.0
2008,233.0
2009,247.0
2010,243.0
2011,245.0
2012,249.0
2013,251.0
2014,253.0
2015,255.0
2016,257.0
2017,259.0
2018,262.0
2019,264.0
2020,267.0
2021,270.0
2022,271.0
2023,273.0
2024,275.0
2025,276.0
2026,279.0
2027,281.0
2028,283.0
2029,286.0
2030,289.0
2031,292.0
2032,294.0
2033,297.0
2034,299.0
2035,304.0
2036,306.0
2037,309.0
2038,312.0
2039,313.0
2040,317.0
