year,Base case cost,Modeled transmission and interties
2021,178999.853647,
2022,185220.832167,
2023,189717.042337,
2024,193410.304431,
2025,197970.810257,
2026,203420.98853,
2027,208060.742489,
2028,212389.484904,
2029,217898.725466,
2030,222232.701248,
2031,228831.22984,
2032,234314.303566,
2033,240693.778354,
2034,246911.018755,
2035,253324.884242,
2036,259670.715955,
2037,264421.865876,
2038,271136.276174,
2039,276007.793544,
2040,284488.091508,
