year,Base case diesel consumed,Modeled residential energy efficiency
2017,36987.8703529,32381.5817172
2018,37891.4125132,33285.1238774
2019,38794.9546734,34188.6660376
2020,38794.9546734,34188.6660376
2021,39698.4968336,35092.2081978
2022,40602.0389938,35995.7503581
2023,40602.0389938,35995.7503581
2024,41505.5811541,36899.2925183
2025,41505.5811541,36899.2925183
2026,42409.1233143,37802.8346785
2027,43312.6654745,38706.3768387
2028,43312.6654745,38706.3768387
2029,44216.2076347,39609.918999
2030,46023.2919552,41417.0033194
2031,46023.2919552,41417.0033194
2032,46926.8341154,42320.5454796
2033,47830.3762756,43224.0876399
2034,48733.9184359,44127.6298001
2035,49637.4605961,45031.1719603
2036,50541.0027563,45934.7141205
