year,Base case cost,Modeled water and wastewater efficiency
2017,31985.1448856,13643.8313517
2018,33726.517389,14187.0956376
2019,36131.0150132,14928.5620486
2020,37332.4597307,15306.8874186
2021,38158.9702682,15578.3920887
2022,38818.6102749,15791.3341252
2023,39273.1144377,15941.2738208
2024,39659.4300117,16070.294523
2025,40117.5829527,16222.107046
2026,40663.7343418,16405.4672083
2027,41133.7704057,16563.5924915
2028,41537.1437154,16701.6403119
2029,42054.6778863,16885.3565751
2030,42432.3666457,17025.4486877
2031,43069.5190372,17241.5140287
