year,Base case cost,Modeled diesel efficiency
2019,160289.070156,345111.620478
2020,171225.312651,355053.659109
2021,178999.853647,362121.423652
2022,185220.832167,367776.85867
2023,189717.042337,371864.32246
2024,193410.304431,375221.833456
2025,197970.810257,379367.747842
2026,203420.98853,384322.455364
2027,208060.742489,388540.413508
2028,212389.484904,392475.633885
2029,217898.725466,397484.034396
2030,222232.701248,401424.01238
2031,228831.22984,407422.674737
2032,234314.303566,412407.287214
2033,240693.778354,418206.809749
2034,246911.018755,423858.846477
2035,253324.884242,429689.633284
2036,259670.715955,435458.571204
2037,264421.865876,439777.798406
2038,271136.276174,445881.807767
