year,population
2003,103.0
2004,89.0
2005,98.0
2006,73.0
2007,80.0
2008,82.0
2009,82.0
2010,86.0
2011,84.0
2012,83.0
2013,81.0
2014,80.0
2015,78.0
2016,77.0
2017,76.0
2018,75.0
2019,74.0
2020,73.0
2021,71.0
2022,70.0
2023,69.0
2024,68.0
2025,67.0
2026,66.0
2027,65.0
2028,64.0
2029,63.0
2030,62.0
2031,61.0
2032,60.0
2033,59.0
2034,58.0
2035,57.0
2036,56.0
2037,55.0
2038,55.0
2039,54.0
2040,53.0
