year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,11520.7143998,8525.32865584
2018,11520.7143998,8525.32865584
2019,11520.7143998,8525.32865584
2020,11520.7143998,8525.32865584
2021,11520.7143998,8525.32865584
2022,11520.7143998,8525.32865584
2023,11520.7143998,8525.32865584
2024,11520.7143998,8525.32865584
2025,11520.7143998,8525.32865584
2026,11520.7143998,8525.32865584
2027,11520.7143998,8525.32865584
2028,11520.7143998,8525.32865584
2029,11520.7143998,8525.32865584
2030,11520.7143998,8525.32865584
2031,11520.7143998,8525.32865584
