year,Base case cost,Modeled diesel efficiency
2019,25449.7357892,174232.460276
2020,27281.3455619,175897.56007
2021,28534.5522485,177036.838876
2022,29099.9282381,177550.817048
2023,29765.612871,178155.984896
2024,30241.1018945,178588.247645
2025,30906.7865274,179193.415493
2026,31667.568965,179885.035891
2027,32333.2535979,180490.203739
2028,32903.8404261,181008.919037
2029,33664.6228637,181700.539435
2030,33578.6440266,181622.376856
2031,34422.799882,182389.79127
2032,35173.1606424,183071.937416
2033,36017.3164978,183839.35183
2034,36861.4723532,184606.766244
2035,37424.2429235,185118.375853
2036,37736.8932403,185402.603414
2037,38291.8475526,185907.107334
2038,39124.2790212,186663.863215
